'dep_epci';'siren_epci';'nom_complet';'nj_epci2021';'fisc_epci2021';'nb_com_2021';'ptot_epci_2021';'pmun_epci_2021'
'71';200071579;'CC Bresse Louhannaise Intercom''';'CC';'FPU';30;28952;28338
'71';200071645;'CC Saint Cyr Mère Boitier entre Charolais et Mâconnais';'CC';'FPU';16;8254;8020
'71';200071884;'CC Le Grand Charolais';'CC';'FPU';44;41806;40136
'71';247100290;'CU Le Creusot Montceau-les-Mines';'CU';'FPU';34;94764;93072
'71';247100589;'CA Le Grand Chalon';'CA';'FPU';51;117710;113869
'71';247100639;'CC de Marcigny';'CC';'FA';12;6357;6140
'71';247100647;'CC Bresse Nord Intercom''';'CC';'FA';16;6645;6539
'71';247103765;'CC Entre Saône et Grosne';'CC';'FPU';23;11490;11224
'71';247103864;'CC de Semur en Brionnais';'CC';'FA';14;5298;5164
'71';247104094;'CC Sud Côte Chalonnaise';'CC';'FPU';36;11804;11480
'72';200040475;'CC Loué - Brûlon - Noyen';'CC';'FPU';29;18710;18323
'72';200068963;'CC Maine Coeur de Sarthe';'CC';'FPU';13;21654;21296
'72';200070373;'CC Loir-Lucé-Bercé';'CC';'FPU';24;24558;23861
'72';200072676;'CC Maine Saosnois';'CC';'FPU';51;28533;27952
'72';200072684;'CC Le Gesnois Bilurien';'CC';'FPU';23;31453;30968
'72';200072692;'CC des Vallées de la Braye et de l''Anille';'CC';'FPU';19;15814;15380
'72';200072700;'CC Haute Sarthe Alpes Mancelles';'CC';'FPU';38;23378;22929
'72';200072718;'CC de la Champagne Conlinoise et du Pays de Sillé';'CC';'FPU';24;18731;18306
'72';200073112;'CC Sud Sarthe';'CC';'FPU';19;23336;22938
'72';247200090;'CC de Sablé-sur-Sarthe';'CC';'FPU';17;29486;28611
'72';247200132;'CU Le Mans Métropole';'CU';'FA';19;210139;205811
'72';247200348;'CC du Pays Fléchois';'CC';'FPU';14;28266;27002
'72';247200421;'CC du Sud Est du Pays Manceau';'CC';'FPU';5;17964;17508
'72';247200447;'CC Orée de Bercé - Belinois';'CC';'FPU';8;19827;19509
'72';247200629;'CC du Val de Sarthe';'CC';'FPU';16;30928;30433
'72';247200686;'CC du Pays de l''Huisne Sarthoise';'CC';'FPU';33;29381;28659
'73';200023299;'CC Coeur de Tarentaise';'CC';'FA';6;9799;9185
'73';200040798;'CC Val Vanoise';'CC';'FA';9;9396;9134
'73';200041010;'CC Coeur de Savoie';'CC';'FPU';41;37987;37100
'73';200068674;'CA Grand Lac';'CA';'FPU';28;77513;75876
'73';200068997;'CA Arlysère';'CA';'FPU';39;62774;60956
'73';200069110;'CA du Grand Chambéry';'CA';'FPU';38;139572;135290
'73';200070340;'CC Haute Maurienne Vanoise';'CC';'FA';10;8860;8601
'73';200070464;'CC Coeur de Maurienne Arvan';'CC';'FPU';14;15144;14599
'73';247300015;'CC des Vallées d''Aigueblanche';'CC';'FA';3;7422;7233
'73';247300254;'CC de Haute-Tarentaise';'CC';'FA';8;16194;15576
'73';247300262;'CC de Yenne';'CC';'FPU';13;7341;7226
'73';247300361;'CC du Canton de La Chambre';'CC';'FPU';12;7554;7408
'73';247300452;'CC Maurienne Galibier';'CC';'FA';6;5773;5426
'73';247300528;'CC Val Guiers';'CC';'FPU';11;12484;12251
'73';247300668;'CC du Lac d''Aiguebelette (CCLA)';'CC';'FPU';10;6145;5977
'73';247300676;'CC Porte de Maurienne';'CC';'FPU';11;6958;6856
'73';247300817;'CC Les Versants d''Aime';'CC';'FA';4;9936;9655
'74';200000172;'CC Faucigny-Glières';'CC';'FPU';7;28032;27163
'74';200011773;'CA Annemasse-Les Voirons-Agglomération';'CA';'FPU';12;91852;90378
'74';200023372;'CC de la Vallée de Chamonix-Mont-Blanc';'CC';'FPU';4;13580;13069
'74';200033116;'CC Cluses-Arve et Montagnes';'CC';'FPU';10;47145;46089
'74';200034098;'CC des Montagnes du Giffre';'CC';'FPU';8;12444;12145
'74';200034882;'CC Pays du Mont-Blanc';'CC';'FA';10;46359;44857
'74';200066793;'CA du Grand Annecy';'CA';'FPU';34;209719;203784
'74';200067551;'CA Thonon Agglomération';'CA';'FPU';25;90994;88701
'74';200070852;'CC Usses et Rhône';'CC';'FA';26;21180;20710
'74';200071967;'CC Pays d''Evian Vallée d''Abondance';'CC';'FPU';22;42326;41145
'74';247400047;'CC de la Vallée Verte';'CC';'FPU';8;8210;8012
'74';247400112;'CC du Pays de Cruseilles';'CC';'FPU';13;16467;15921
'74';247400567;'CC Fier et Usses';'CC';'FPU';7;15918;15490
'74';247400583;'CC Arve et Salève';'CC';'FPU';8;20374;19917
'74';247400617;'CC des Vallées de Thônes';'CC';'FPU';12;19213;18548
'74';247400666;'CC des Quatre Rivières';'CC';'FPU';11;19885;19416
'74';247400682;'CC du Haut-Chablais';'CC';'FPU';15;13092;12803
'74';247400690;'CC du Genevois';'CC';'FPU';17;48064;47231
'74';247400724;'CC du Pays Rochois';'CC';'FPU';9;28782;28038
'74';247400740;'CC Rumilly Terre de Savoie';'CC';'FPU';17;32285;31499
'74';247400773;'CC des sources du lac d''Annecy';'CC';'FPU';7;15573;15166
'75';200054781;'Métropole du Grand Paris';'METRO';'FPU';131;7125433;7075028
'76';200010700;'CA Caux Seine Agglo';'CA';'FPU';50;79245;77906
'76';200023414;'Métropole Rouen Normandie';'METRO';'FPU';71;499830;492681
'76';200068534;'CC Terroir de Caux';'CC';'FPU';79;38646;37901
'76';200069722;'CC interrégionale Aumale - Blangy-sur-Bresle';'CC';'FA';44;21891;21523
'76';200069730;'CC des 4 rivières';'CC';'FA';53;30136;29354
'76';200069821;'CA Fécamp Caux Littoral Agglomération';'CA';'FPU';33;39307;38635
'76';200069839;'CC de la Côte d''Albâtre';'CC';'FA';63;28442;27799
'76';200069847;'CC Plateau de Caux-Doudeville-Yerville';'CC';'FA';40;21321;21005
'76';200070068;'CC Communauté Bray-Eawy';'CC';'FA';46;25914;25133
'76';200070449;'CC inter-Caux-Vexin';'CC';'FPU';64;55897;55020
'76';200084952;'CU Le Havre Seine Métropole';'CU';'FPU';54;272533;268912
'76';247600505;'CC Campagne-de-Caux';'CC';'FPU';22;15299;15059
'76';247600588;'CC des Villes Soeurs';'CC';'FPU';28;37781;36979
'76';247600604;'CC de Londinières';'CC';'FA';16;5327;5255
'76';247600620;'CC Yvetot Normandie';'CC';'FPU';19;27260;26418
'76';247600646;'CC Caux - Austreberthe';'CC';'FA';9;25576;25183
'76';247600729;'CC Falaises du Talou';'CC';'FPU';24;24150;23598
'76';247600786;'CA de la Région Dieppoise';'CA';'FPU';16;47384;46223
'77';200023125;'CC Les Portes Briardes Entre Villes et Forêts';'CC';'FPU';5;46308;45787
'77';200023240;'CC Pays de Nemours';'CC';'FPU';21;30215;29749
'77';200023919;'CC Gâtinais Val de Loing';'CC';'FPU';20;19035;18716
'77';200033090;'CC Plaines et Monts de France';'CC';'FPU';20;25048;24840
'77';200037133;'CC du Provinois';'CC';'FPU';39;35668;34587
'77';200040251;'CC Bassée-Montois';'CC';'FA';42;23659;23292
'77';200057958;'CA Paris - Vallée de la Marne';'CA';'FPU';12;229194;227943
'77';200070779;'CC Brie des Rivières et Châteaux';'CC';'FPU';31;39906;39446
'77';200072130;'CA du Pays de Meaux';'CA';'FPU';26;107428;106448
'77';200072346;'CA du Pays de Fontainebleau';'CA';'FPU';26;70128;68480
'77';200072544;'CC des Deux Morin';'CC';'FPU';31;26902;26563
'77';200072874;'CC Val Briard';'CC';'FPU';21;28439;28112
'77';200090504;'CA Coulommiers Pays de Brie';'CA';'FPU';54;93514;92149
'77';247700032;'CC Moret Seine et Loing';'CC';'FPU';18;39771;38818
'77';247700057;'CA Melun Val de Seine';'CA';'FPU';20;133185;131924
'77';247700065;'CC du Pays de l''Ourcq';'CC';'FPU';22;17918;17546
'77';247700107;'CC Pays de Montereau';'CC';'FPU';21;44088;43461
'77';247700339;'CA Val d''Europe Agglomération';'CA';'FPU';10;51459;50922
'77';247700594;'CA Marne et Gondoire';'CA';'FPU';20;107974;106750
'77';247700644;'CC l''Orée de la Brie';'CC';'FPU';4;28188;27752
'77';247700701;'CC Brie Nangissienne';'CC';'FPU';20;28054;27809
'78';200033173;'CC de la Haute Vallée de Chevreuse';'CC';'FA';10;25750;25178
'78';200034130;'CC Gally Mauldre';'CC';'FPU';11;22839;22004
'78';200058519;'CA Saint Germain Boucles de Seine';'CA';'FPU';19;342017;335109
'78';200058782;'CA de Saint Quentin en Yvelines';'CA';'FPU';12;231275;228312
'78';200059889;'CU Grand Paris Seine et Oise';'CU';'FPU';73;422041;417556
'78';200071074;'CC Les Portes de l''Ile de France';'CC';'FPU';18;22855;22562
'78';200073344;'CA Rambouillet Territoires';'CA';'FPU';36;80801;79020
'78';247800550;'CC du Pays Houdanais (CCPH)';'CC';'FPU';36;30152;29583
'78';247800584;'CA Versailles Grand Parc (CAVGP)';'CA';'FPU';18;272736;267033
'78';247800618;'CC Coeur d''Yvelines';'CC';'FPU';31;51185;49962
'79';200040244;'CA du Bocage Bressuirais';'CA';'FPU';33;75965;73739
'79';200041317;'CA du Niortais';'CA';'FPU';40;124655;121220
'79';200041333;'CC de Parthenay-Gâtine';'CC';'FPU';38;38510;37381
'79';200041416;'CC Airvaudais-Val du Thouet';'CC';'FPU';9;7042;6897
'79';200041994;'CC Haut Val de Sèvre';'CC';'FPU';19;31527;30803
'79';200069748;'CC Val de Gâtine';'CC';'FPU';31;21903;21480
'79';200069755;'CC Mellois en Poitou';'CC';'FPU';62;48915;47614
'79';247900798;'CC du Thouarsais';'CC';'FPU';24;36512;35665
'80';200037059;'CC de la Haute Somme (Combles - Péronne - Roisel)';'CC';'FPU';60;27799;27253
'80';200070928;'CC Terre de Picardie';'CC';'FA';43;18504;18269
'80';200070936;'CC Ponthieu-Marquenterre';'CC';'FPU';71;33745;33085
'80';200070944;'CC du Vimeu';'CC';'FA';25;23072;22641
'80';200070951;'CC du Territoire Nord Picardie';'CC';'FPU';65;31896;31249
'80';200070969;'CC Avre Luce Noye';'CC';'FA';47;22250;21843
'80';200070977;'CC du Grand Roye';'CC';'FA';62;25994;25626
'80';200070985;'CC de l''Est de la Somme';'CC';'FA';41;20641;20301
'80';200070993;'CA de la Baie de Somme';'CA';'FPU';43;49807;48903
'80';200071181;'CC Somme Sud-Ouest';'CC';'FA';119;39369;38689
'80';200071223;'CC Nièvre et Somme';'CC';'FPU';36;28498;28118
'80';248000499;'CC du Val de Somme';'CC';'FPU';33;26987;26646
'80';248000531;'CA Amiens Métropole';'CA';'FPU';39;184228;180905
'80';248000747;'CC du Pays du Coquelicot';'CC';'FPU';65;28733;28302
'81';200034023;'CC Tarn-Agout';'CC';'FPU';21;29662;28727
'81';200034031;'CC des Monts d''Alban et du Villefranchois';'CC';'FPU';14;6545;6415
'81';200034049;'CC Centre Tarn';'CC';'FPU';11;11289;11098
'81';200034056;'CC du Lautrécois et du Pays d''Agout';'CC';'FA';28;14807;14424
'81';200034064;'CC du Cordais et du Causse (4 C)';'CC';'FPU';19;4648;4522
'81';200040905;'CC Carmausin-Ségala';'CC';'FPU';32;30436;29773
'81';200066124;'CA Gaillac-Graulhet';'CA';'FPU';61;75803;74203
'81';200066553;'CC des Monts de Lacaune et de la Montagne du Haut Languedoc';'CC';'FPU';20;8204;8007
'81';200066561;'CC Sidobre Vals et Plateaux';'CC';'FPU';16;12857;12588
'81';248100158;'CC du Sor et de l''Agout';'CC';'FPU';26;23544;22863
'81';248100430;'CA de Castres Mazamet';'CA';'FPU';14;80646;78101
'81';248100497;'CC Val 81';'CC';'FA';19;5658;5564
'81';248100737;'CA de l''Albigeois (C2A)';'CA';'FPU';16;84692;82218
'81';248100745;'CC Thoré Montagne Noire';'CC';'FPU';9;5127;5052
'82';200040418;'CC du Pays de Serres en Quercy';'CC';'FA';22;8591;8440
'82';200066322;'CC Terres des Confluences';'CC';'FPU';22;42360;41411
'82';200066652;'CC Grand Sud Tarn et Garonne';'CC';'FPU';25;42694;42008
'82';200066884;'CC Quercy Vert-Aveyron';'CC';'FA';13;22608;22227
'82';200067122;'CC Coteaux et Plaines du Pays Lafrançaisain';'CC';'FPU';11;11222;11008
'82';248200016;'CC des Deux Rives';'CC';'FA';28;19199;18750
'82';248200057;'CC du Quercy Caussadais';'CC';'FA';19;20870;20279
'82';248200065;'CC de la Lomagne Tarn-et-Garonnaise';'CC';'FPU';31;10304;10021
'82';248200099;'CA Grand Montauban';'CA';'FPU';11;79982;78048
'82';248200107;'CC du Quercy Rouergue et des Gorges de l''Aveyron';'CC';'FPU';17;7846;7683
'83';200004802;'CC du Pays de Fayence';'CC';'FPU';9;28595;28088
'83';200027100;'CC Méditerranée Porte des Maures';'CC';'FPU';6;44752;44109
'83';200035319;'CA Var Esterel Méditerranée (CAVEM)';'CA';'FPU';5;116680;114875
'83';200036077;'CC du Golfe de Saint-Tropez';'CC';'FPU';12;58345;57333
'83';200040202;'CC Provence Verdon';'CC';'FPU';15;22561;22218
'83';200040210;'CC Lacs et Gorges du Verdon';'CC';'FPU';16;9305;9165
'83';200068104;'CA de la Provence Verte';'CA';'FPU';28;101210;99179
'83';248300394;'CA Sud Sainte Baume';'CA';'FPU';9;62348;61283
'83';248300410;'CC de la Vallée du Gapeau';'CC';'FPU';5;31932;31456
'83';248300493;'CA Dracénie Provence Verdon Agglomération';'CA';'FPU';23;109673;107253
'83';248300543;'Métropole Toulon-Provence-Méditerranée';'METRO';'FPU';12;444828;438985
'83';248300550;'CC Coeur du Var';'CC';'FPU';11;44076;43518
'84';200000628;'CC Rhône Lez Provence';'CC';'FPU';5;24316;23896
'84';200035723;'CC Ventoux Sud';'CC';'FPU';11;9567;9392
'84';200040442;'CA Luberon Monts de Vaucluse';'CA';'FPU';16;55844;54879
'84';200040624;'CC Pays d''Apt-Luberon';'CC';'FPU';25;29720;29137
'84';200040681;'CC Enclave des Papes-Pays de Grignan';'CC';'FPU';19;23424;22800
'84';248400053;'CA Ventoux-Comtat-Venaissin (COVE)';'CA';'FPU';25;71437;69812
'84';248400160;'CC Aygues-Ouvèze en Provence (CCAOP)';'CC';'FPU';8;20013;19568
'84';248400236;'CC du Pays Réuni d''Orange';'CC';'FPU';5;45681;44804
'84';248400251;'CA du Grand Avignon (COGA)';'CA';'FPU';16;196599;192785
'84';248400285;'CC Territoriale Sud-Luberon';'CC';'FPU';16;25758;25106
'84';248400293;'CC des Sorgues du Comtat';'CC';'FPU';5;50613;49756
'84';248400319;'CC du Pays des Sorgues et des Monts de Vaucluse';'CC';'FPU';5;34321;33564
'84';248400335;'CC Vaison Ventoux';'CC';'FPU';19;17077;16684
'85';200023778;'CC du Pays de Saint-Gilles-Croix-de-Vie';'CC';'FPU';14;50542;49545
'85';200070233;'CC Terres de Montaigu, CC Montaigu-Rocheservière';'CC';'FPU';10;50017;48828
'85';200071165;'CA Les Sables d''Olonne Agglomération';'CA';'FPU';5;55016;53430
'85';200071629;'CC Challans-Gois Communauté';'CC';'FPU';11;48474;47258
'85';200071900;'CC Vendée Grand Littoral';'CC';'FPU';20;34660;34115
'85';200071918;'CC du Pays de Saint-Fulgent - Les Essarts';'CC';'FPU';10;28513;27946
'85';200071934;'CC du Pays de Fontenay-Vendée';'CC';'FPU';25;36343;35052
'85';200072882;'CC de Vie et Boulogne';'CC';'FPU';15;45120;44292
'85';200073260;'CC Sud Vendée Littoral';'CC';'FPU';44;56375;54862
'85';248500191;'CC de l''Ile de Noirmoutier';'CC';'FA';4;9539;9305
'85';248500258;'CC Océan Marais de Monts';'CC';'FPU';5;19724;19280
'85';248500340;'CC Pays de Chantonnay';'CC';'FPU';10;23529;22705
'85';248500415;'CC du Pays de la Châtaigneraie';'CC';'FPU';18;15974;15604
'85';248500464;'CC du Pays de Pouzauges';'CC';'FPU';10;23872;23197
'85';248500530;'CC du Pays des Achards';'CC';'FPU';9;19224;18959
'85';248500563;'CC Vendée, Sèvre, Autise';'CC';'FPU';15;16525;16191
'85';248500589;'CA La Roche sur Yon - Agglomération';'CA';'FPU';13;101017;97028
'85';248500621;'CC du Pays des Herbiers';'CC';'FPU';8;30602;29869
'85';248500662;'CC du Pays de Mortagne';'CC';'FPU';11;28698;27696
'86';200043628;'CC des Vallées du Clain';'CC';'FPU';16;27112;26673
'86';200069763;'CC du Haut-Poitou';'CC';'FPU';27;42382;41645
'86';200069854;'CU du Grand Poitiers';'CU';'FPU';40;198658;194068
'86';200070035;'CC du Civraisien en Poitou';'CC';'FPU';36;28186;27407
'86';200070043;'CC Vienne et Gartempe';'CC';'FPU';55;40397;39261
'86';248600413;'CA Grand Châtellerault';'CA';'FPU';47;85982;84098
'86';248600447;'CC du Pays Loudunais';'CC';'FPU';45;25178;24434
'87';200040814;'CC Briance Sud Haute Vienne';'CC';'FPU';11;9249;9110
'87';200059400;'CC Porte Océane du Limousin';'CC';'FPU';13;26158;25692
'87';200066512;'CC Elan Limousin Avenir Nature';'CC';'FPU';24;28232;27811
'87';200066520;'CC Ouest Limousin';'CC';'FPU';16;11542;11387
'87';200070506;'CC Pays de Nexon Monts de Chalus';'CC';'FPU';15;13263;13049
'87';200071942;'CC Haut Limousin en Marche';'CC';'FPU';40;23422;22793
'87';248700189;'CC du Pays de Saint Yrieix';'CC';'FPU';9;12580;12046
'87';248719262;'CC Gartempe - Saint Pardoux';'CC';'FPU';6;5222;5166
'87';248719288;'CC du Val de Vienne';'CC';'FPU';9;16447;16175
'87';248719312;'CU Limoges Métropole';'CU';'FPU';20;211002;207385
'87';248719338;'CC Briance-Combade';'CC';'FPU';10;5457;5374
'87';248719353;'CC des Portes de Vassivière';'CC';'FPU';12;5708;5632
'87';248719361;'CC de Noblat';'CC';'FPU';12;12098;11866
'88';200005957;'CC de la Région de Rambervillers';'CC';'FPU';30;13495;13052
'88';200033868;'CC des Ballons des Hautes-Vosges';'CC';'FA';8;15523;15114
'88';200042000;'CC Bruyères-Vallons des Vosges';'CC';'FPU';34;15509;15159
'88';200068369;'CC de Mirecourt Dompaire';'CC';'FPU';76;19900;19026
'88';200068377;'CC de la Porte des Vosges Méridionales';'CC';'FPU';10;30309;29357
'88';200068559;'CC de l''Ouest Vosgien';'CC';'FPU';70;24006;23320
'88';200068682;'CC Terre d''Eau';'CC';'FA';45;18457;17692
'88';200068757;'CA d''Epinal';'CA';'FPU';78;114654;111259
'88';200068773;'CC des Vosges côté Sud Ouest';'CC';'FPU';60;12377;11987
'88';200071066;'CA de Saint-Dié-des-Vosges';'CA';'FPU';77;76764;74926
'88';200071157;'CC des Hautes Vosges';'CC';'FA';22;36945;35583
'89';200039642;'CC Le Tonnerrois en Bourgogne';'CC';'FPU';52;16325;15835
'89';200039709;'CC du Serein';'CC';'FPU';35;7420;7247
'89';200039758;'CC Avallon, Vézelay, Morvan';'CC';'FPU';48;19321;18786
'89';200067080;'CC Chablis Villages et Terroirs';'CC';'FPU';36;15246;14934
'89';200067114;'CA de l''Auxerrois';'CA';'FPU';29;70296;68050
'89';200067130;'CC de Puisaye-Forterre';'CC';'FPU';57;34990;34228
'89';200067304;'CC Serein et Armance';'CC';'FA';29;24638;24133
'89';248900334;'CA du Grand Sénonais';'CA';'FPU';27;60624;59228
'89';248900383;'CC de l''Agglomération Migennoise';'CC';'FPU';8;15316;15054
'89';248900524;'CC de l''Aillantais';'CC';'FPU';13;10627;10386
'89';248900664;'CC de la Vanne et du Pays d''Othe';'CC';'FA';22;8770;8610
'89';248900748;'CC du Gâtinais en Bourgogne';'CC';'FPU';26;17804;17470
'89';248900896;'CC Yonne Nord';'CC';'FPU';23;24918;24468
'89';248900938;'CC du Jovinien';'CC';'FPU';19;21697;21038
'90';200069052;'CA Grand Belfort';'CA';'FPU';52;105338;103016
'90';200069060;'CC des Vosges du Sud';'CC';'FPU';22;15698;15257
'90';249000241;'CC du Sud Territoire';'CC';'FPU';27;23956;23579
'91';200017846;'CA Etampois Sud Essonne';'CA';'FPU';37;55074;54337
'91';200056232;'CA Communauté Paris-Saclay';'CA';'FPU';27;318408;314169
'91';200057859;'CA Coeur d''Essonne Agglomération';'CA';'FPU';21;203696;201873
'91';200058477;'CA Val d''Yerres Val de Seine';'CA';'FPU';9;178653;177020
'91';200059228;'CA Grand Paris Sud Seine Essonne Sénart';'CA';'FPU';23;354964;352123
'91';249100074;'CC du Pays de Limours (CCPL)';'CC';'FPU';14;27226;26739
'91';249100157;'CC des 2 Vallées';'CC';'FPU';15;18893;18553
'91';249100546;'CC du Val d''Essonne (CCVE)';'CC';'FPU';21;61163;60076
'91';249100553;'CC Entre Juine et Renarde (CCEJR)';'CC';'FPU';16;27935;27504
'91';249100595;'CC le Dourdannais en Hurepoix (CCDH)';'CC';'FPU';11;26669;26202
'95';200035970;'CC Vexin Centre';'CC';'FPU';34;25199;24859
'95';200055655;'CA Roissy Pays de France';'CA';'FPU';42;356355;354451
'95';200056380;'CA Plaine Vallée';'CA';'FPU';18;184367;182585
'95';200058485;'CA Val Parisis';'CA';'FPU';15;280473;278166
'95';200073013;'CC Carnelle Pays-de-France';'CC';'FA';19;32449;32065
'95';249500109;'CA de Cergy-Pontoise';'CA';'FPU';13;212801;210633
'95';249500430;'CC Sausseron Impressionnistes';'CC';'FPU';15;19572;19285
'95';249500455;'CC de la Vallée de l''Oise et des Trois Forêts';'CC';'FA';9;39331;38783
'95';249500489;'CC du Haut Val d''Oise';'CC';'FPU';9;39273;38986
'95';249500513;'CC du Vexin-Val de Seine';'CC';'FPU';26;16984;16699
'971';200018653;'CA CAP Excellence';'CA';'FPU';3;100801;99685
'971';200041507;'CA La Riviéra du Levant';'CA';'FPU';4;65058;64239
'971';200044691;'CA du Nord Grande Terre';'CA';'FPU';5;57904;57173
'971';249710047;'CC de Marie-Galante';'CC';'FPU';3;10886;10655
'971';249710062;'CA du Nord Basse-Terre';'CA';'FPU';6;78751;77398
'971';249710070;'CA Grand Sud Caraïbe';'CA';'FPU';11;80001;78479
'972';200041788;'CA du Pays Nord Martinique';'CA';'FPU';18;100230;99009
'972';249720053;'CA de l''Espace Sud de la Martinique';'CA';'FPU';12;116803;115068
'972';249720061;'CA du Centre de la Martinique';'CA';'FPU';4;156729;154706
'973';200027548;'CC des Savanes';'CC';'FPU';4;30159;29843
'973';249730037;'CC de l''Ouest Guyanais';'CC';'FPU';8;95341;94677
'973';249730045;'CA du Centre Littoral';'CA';'FPU';6;145726;144501
'973';249730052;'CC de l''Est Guyanais';'CC';'FPU';4;7246;7107
'974';249740077;'CA CIVIS (Communauté Intercommunale des Villes Solidaires)';'CA';'FPU';6;183790;181704
'974';249740085;'CA du Sud';'CA';'FPU';4;130598;128965
'974';249740093;'CA Intercommunale de la Réunion Est (CIREST)';'CA';'FPU';6;128032;126877
'974';249740101;'CA Territoire de la Côte Ouest (TCO)';'CA';'FPU';5;213494;210928
'974';249740119;'CA Intercommunale du Nord de la Réunion (CINOR)';'CA';'FPU';3;209593;207487
'976';200050532;'CC de Petite-Terre';'CC';'FPU';2;30039;29273
'976';200059871;'CC du Centre-Ouest';'CC';'FPU';5;51449;50020
'976';200060457;'CA de Dembeni / Mamoudzou';'CA';'FPU';2;89090;87285
'976';200060465;'CA du Grand Nord de Mayotte';'CA';'FPU';4;60372;59042
'976';200060473;'CC du Sud';'CC';'FPU';4;31945;30898
'2A';200038958;'CC de la Pieve de l''Ornano et du Taravo';'CC';'FA';28;12921;12721
'2A';200040764;'CC du Sud Corse';'CC';'FPU';7;21346;21003
'2A';200067049;'CC Spelunca-Liamone';'CC';'FA';33;7752;7617
'2A';242000495;'CC de l''Alta Rocca';'CC';'FPU';18;8605;8460
'2A';242000503;'CC Celavu-Prunelli';'CC';'FPU';10;9018;8828
'2A';242010056;'CA du Pays Ajaccien';'CA';'FPU';10;88893;87726
'2A';242010130;'CC du Sartenais Valinco Taravo';'CC';'FPU';18;11759;11498
'2B';200015162;'CC de l''Oriente';'CC';'FA';22;6078;6011
'2B';200033827;'CC de Fium''Orbu Castellu';'CC';'FA';13;13143;12971
'2B';200034205;'CC de la Costa Verde';'CC';'FA';23;10805;10666
'2B';200036499;'CC de Marana-Golo';'CC';'FA';10;24224;23897
'2B';200042943;'CC du Cap Corse';'CC';'FA';18;6869;6766
'2B';200073104;'CC de l''Ile-Rousse - Balagne';'CC';'FPU';22;10739;10522
'2B';200073120;'CC Nebbiu - Conca d''Oro';'CC';'FA';15;7527;7434
'2B';200073138;'CC Pasquale Paoli';'CC';'FA';42;6180;6117
'2B';200073252;'CC de la Castagniccia-Casinca';'CC';'FA';42;12616;12472
'2B';242000354;'CA de Bastia';'CA';'FPU';5;62717;61691
'2B';242020071;'CC du Centre Corse';'CC';'FA';10;9989;9820
'2B';242020105;'CC de Calvi Balagne';'CC';'FPU';14;12545;12334
